,tau,theory,theory_size,theory_clos_size,n,sig_theory,sig_tau,sig_restr,sig_restr_theory,sys_grec,sigma_content
199,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-6, 3, 4, 7}",4,7,7,1,7,2,1,0.041666666666666664,0.16666666666666666
200,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{1, -6, 3, 7}",4,6,7,2,7,3,2,0.041666666666666664,0.16666666666666666
201,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{1, 3, 4, 7}",4,7,7,1,7,2,1,0.041666666666666664,0.16666666666666666
202,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-5, 2, 3, 7}",4,6,7,2,7,3,2,0.041666666666666664,0.16666666666666666
203,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-5, 1, 3, 7}",4,6,7,2,7,3,2,0.041666666666666664,0.16666666666666666
204,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{1, 2, -5, 7}",4,5,7,4,7,5,4,0.041666666666666664,0.16666666666666666
205,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{1, 2, 3, 7}",4,6,7,2,7,3,2,0.041666666666666664,0.16666666666666666
206,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-7, -6, -5, -3}",4,6,7,2,7,3,2,0.041666666666666664,0.16666666666666666
207,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-7, -6, 4, -3}",4,7,7,1,7,2,1,0.041666666666666664,0.16666666666666666
208,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-7, -5, 4, -3}",4,7,7,1,7,2,1,0.041666666666666664,0.16666666666666666
209,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{3, -6, 2, 7}",4,6,7,2,7,3,2,0.041666666666666664,0.16666666666666666
210,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{2, 3, 4, 7}",4,7,7,1,7,2,1,0.041666666666666664,0.16666666666666666
211,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{2, -5, -4, -3}",4,6,7,2,7,3,2,0.041666666666666664,0.16666666666666666
212,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{1, -5, -4, -3}",4,6,7,2,7,3,2,0.041666666666666664,0.16666666666666666
213,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{1, 2, -5, -3}",4,5,7,4,7,5,4,0.041666666666666664,0.16666666666666666
214,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{1, 2, -4, -3}",4,6,7,2,7,3,2,0.041666666666666664,0.16666666666666666
215,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-7, -5, -4, -3}",4,7,7,1,7,2,1,0.041666666666666664,0.16666666666666666
216,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{1, -5, -3, -7}",4,6,7,2,7,3,2,0.041666666666666664,0.16666666666666666
217,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{1, -4, -3, -7}",4,7,7,1,7,2,1,0.041666666666666664,0.16666666666666666
218,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{2, 3, -4, 7}",4,7,7,1,7,2,1,0.041666666666666664,0.16666666666666666
219,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{1, 3, -4, 7}",4,7,7,1,7,2,1,0.041666666666666664,0.16666666666666666
220,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{1, 2, -4, 7}",4,6,7,2,7,3,2,0.041666666666666664,0.16666666666666666
221,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-6, 4, -3, 7}",4,7,7,1,7,2,1,0.041666666666666664,0.16666666666666666
222,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{1, -6, -3, 7}",4,6,7,2,7,3,2,0.041666666666666664,0.16666666666666666
223,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{2, -5, -3, 7}",4,6,7,2,7,3,2,0.041666666666666664,0.16666666666666666
224,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{1, -5, -3, 7}",4,6,7,2,7,3,2,0.041666666666666664,0.16666666666666666
225,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-7, 2, -5, -3}",4,6,7,2,7,3,2,0.041666666666666664,0.16666666666666666
226,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-7, 2, -4, -3}",4,7,7,1,7,2,1,0.041666666666666664,0.16666666666666666
227,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{2, -6, -3, 7}",4,6,7,2,7,3,2,0.041666666666666664,0.16666666666666666
228,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{2, -4, -3, 7}",4,7,7,1,7,2,1,0.041666666666666664,0.16666666666666666
229,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{1, -4, -3, 7}",4,7,7,1,7,2,1,0.041666666666666664,0.16666666666666666
230,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-6, 2, -4, -5}",4,5,7,3,7,4,3,0.041666666666666664,0.16666666666666666
231,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{1, -6, -5, -4}",4,5,7,3,7,3,3,0.0,0.0
232,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{1, 2, -6, -4}",4,5,7,3,7,4,3,0.041666666666666664,0.16666666666666666
233,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-7, -6, -5, -4}",4,7,7,1,7,3,1,0.06604010419671484,0.26416041678685936
234,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{1, -6, -4, -7}",4,7,7,1,7,3,1,0.06604010419671484,0.26416041678685936
235,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-6, 2, 7, -5}",4,5,7,4,7,5,4,0.041666666666666664,0.16666666666666666
236,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{1, -6, -5, 7}",4,5,7,4,7,4,4,0.0,0.0
237,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-7, 2, -6, -4}",4,7,7,1,7,3,1,0.06604010419671484,0.26416041678685936
238,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-6, 3, -4, -5}",4,7,7,1,7,3,1,0.06604010419671484,0.26416041678685936
239,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{1, -6, 3, -4}",4,7,7,1,7,3,1,0.06604010419671484,0.26416041678685936
240,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{3, -6, 2, -4}",4,7,7,1,7,3,1,0.06604010419671484,0.26416041678685936
241,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{2, -5, 4, 7}",4,6,7,2,7,3,2,0.041666666666666664,0.16666666666666666
242,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{1, -5, 4, 7}",4,6,7,2,7,3,2,0.041666666666666664,0.16666666666666666
243,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-5, -6, 3, 7}",4,6,7,2,7,3,2,0.041666666666666664,0.16666666666666666
244,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{2, -6, -4, 7}",4,6,7,2,7,3,2,0.041666666666666664,0.16666666666666666
245,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{1, -6, -4, 7}",4,6,7,2,7,3,2,0.041666666666666664,0.16666666666666666
246,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-6, -5, -4, -3}",4,6,7,2,7,3,2,0.041666666666666664,0.16666666666666666
247,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{1, -6, -4, -3}",4,6,7,2,7,3,2,0.041666666666666664,0.16666666666666666
248,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{2, -6, -4, -3}",4,6,7,2,7,3,2,0.041666666666666664,0.16666666666666666
249,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-7, 2, -3, 6}",4,7,7,1,7,3,1,0.06604010419671484,0.26416041678685936
250,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-7, -3, -1, 6}",4,7,7,1,7,3,1,0.06604010419671484,0.26416041678685936
251,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-7, 2, -1, 6}",4,7,7,1,7,5,1,0.0967470039536401,0.3869880158145604
252,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-7, 2, -3, -1}",4,7,7,1,7,3,1,0.06604010419671484,0.26416041678685936
253,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{2, -3, -1, 6}",4,7,7,1,7,5,1,0.0967470039536401,0.3869880158145604
254,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-5, 3, 4, 7}",4,7,7,1,7,2,1,0.041666666666666664,0.16666666666666666
255,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-6, 3, -4, 7}",4,7,7,1,7,2,1,0.041666666666666664,0.16666666666666666
256,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-6, -5, -3, 7}",4,6,7,2,7,3,2,0.041666666666666664,0.16666666666666666
257,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-7, -6, -4, -3}",4,7,7,1,7,2,1,0.041666666666666664,0.16666666666666666
258,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-5, 4, -3, 7}",4,7,7,1,7,2,1,0.041666666666666664,0.16666666666666666
259,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-6, -4, -3, 7}",4,7,7,1,7,2,1,0.041666666666666664,0.16666666666666666
260,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-7, 2, -6, -3}",4,6,7,2,7,3,2,0.041666666666666664,0.16666666666666666
261,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{1, -6, -3, -7}",4,6,7,2,7,3,2,0.041666666666666664,0.16666666666666666
262,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{1, 2, -6, -7}",4,6,7,2,7,5,2,0.08333333333333333,0.3333333333333333
263,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{1, 2, -3, -7}",4,6,7,2,7,3,2,0.041666666666666664,0.16666666666666666
264,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{1, 2, -6, -3}",4,5,7,4,7,5,4,0.041666666666666664,0.16666666666666666
265,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-7, 2, -3, 5}",4,7,7,1,7,3,1,0.06604010419671484,0.26416041678685936
266,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-7, -3, 5, -1}",4,7,7,1,7,3,1,0.06604010419671484,0.26416041678685936
267,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-7, 2, 5, -1}",4,7,7,1,7,5,1,0.0967470039536401,0.3869880158145604
268,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-3, 2, 5, -1}",4,7,7,1,7,5,1,0.0967470039536401,0.3869880158145604
269,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-7, 2, 5, 6}",4,7,7,1,7,5,1,0.0967470039536401,0.3869880158145604
270,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-7, 5, -1, 6}",4,7,7,1,7,4,1,0.08333333333333333,0.3333333333333333
271,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{2, 5, -1, 6}",4,7,7,1,7,6,1,0.1077067708633815,0.430827083453526
272,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-7, 2, 4, -3}",4,4,7,2,7,2,2,0.0,0.0
273,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{1, 4, -3, -7}",4,7,7,1,7,2,1,0.041666666666666664,0.16666666666666666
274,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{1, 2, 4, -7}",4,7,7,1,7,3,1,0.06604010419671484,0.26416041678685936
275,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-7, 4, -3, -1}",4,7,7,1,7,2,1,0.041666666666666664,0.16666666666666666
276,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-7, 2, 4, -1}",4,7,7,1,7,3,1,0.06604010419671484,0.26416041678685936
277,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{2, 4, -3, -1}",4,7,7,1,7,3,1,0.06604010419671484,0.26416041678685936
278,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-7, 2, 4, 6}",4,7,7,1,7,3,1,0.06604010419671484,0.26416041678685936
279,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{-7, 4, -1, 6}",4,7,7,1,7,3,1,0.06604010419671484,0.26416041678685936
280,"[[1, -5], [-6, 1], [7, -2, 5], [-3, -4, -6], [6, -1, -7], [6, 5], [-7, -3], [-2, 7]]","{2, 4, -1, 6}",4,7,7,1,7,4,1,0.08333333333333333,0.3333333333333333
