,tau,theory,theory_size,theory_clos_size,n,sig_theory,sig_tau,sig_restr,sig_restr_theory,sys_grec,sigma_content
1384,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, -2, -1, 7}",4,5,7,3,46,7,3,0.0967470039536401,0.3869880158145604
1385,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -6, 4, -3}",4,4,7,6,46,6,6,0.0,0.0
1386,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-3, -6, 4, 5}",4,4,7,5,46,6,5,0.041666666666666664,0.16666666666666666
1387,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, 3, -4, -2}",4,5,7,4,46,7,4,0.08333333333333333,0.3333333333333333
1388,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 4, 7}",4,6,7,2,46,7,2,0.1077067708633815,0.430827083453526
1389,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 4, -1, 7}",4,5,7,4,46,7,4,0.08333333333333333,0.3333333333333333
1390,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 4, -1, 7}",4,5,7,4,46,6,4,0.06604010419671484,0.26416041678685936
1391,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 4, -2, 7}",4,5,7,3,46,7,3,0.0967470039536401,0.3869880158145604
1392,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, 4, 7}",4,7,7,1,46,7,1,0.11697312175240017,0.4678924870096007
1393,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 4, -2, 7}",4,5,7,3,46,6,3,0.08333333333333333,0.3333333333333333
1394,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, -2, -1, 7}",4,4,7,6,46,6,6,0.0,0.0
1395,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -6, -3, 7}",4,5,7,3,46,8,3,0.1077067708633815,0.430827083453526
1396,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, -3, -1, 7}",4,4,7,6,46,8,6,0.06604010419671484,0.26416041678685936
1397,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -3, -1, 7}",4,4,7,4,46,7,4,0.08333333333333333,0.3333333333333333
1398,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, -3, -2, 7}",4,4,7,5,46,8,5,0.08333333333333333,0.3333333333333333
1399,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -6, -3, 7}",4,6,7,2,46,8,2,0.11697312175240017,0.4678924870096007
1400,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -3, -2, 7}",4,5,7,4,46,7,4,0.08333333333333333,0.3333333333333333
1401,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-2, -3, -1, 7}",4,4,7,6,46,7,6,0.041666666666666664,0.16666666666666666
1402,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -3, -4, 5}",4,5,7,3,46,6,3,0.08333333333333333,0.3333333333333333
1403,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -4, -3, -7}",4,6,7,2,46,7,2,0.1077067708633815,0.430827083453526
1404,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -4, -3, -1}",4,5,7,4,46,7,4,0.08333333333333333,0.3333333333333333
1405,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, 2, -4, -3}",4,6,7,2,46,7,2,0.1077067708633815,0.430827083453526
1406,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -4, -3, -2}",4,5,7,4,46,7,4,0.08333333333333333,0.3333333333333333
1407,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 4, -3, 7}",4,6,7,2,46,7,2,0.1077067708633815,0.430827083453526
1408,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, -3, -1, 7}",4,4,7,6,46,7,6,0.041666666666666664,0.16666666666666666
1409,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, -3, -2, 7}",4,4,7,6,46,7,6,0.041666666666666664,0.16666666666666666
1410,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 4, -3, 7}",4,6,7,2,46,7,2,0.1077067708633815,0.430827083453526
1411,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, 2, 4, -5}",4,5,7,4,46,8,4,0.0967470039536401,0.3869880158145604
1412,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, -5, 4, -1}",4,4,7,8,46,8,8,0.0,0.0
1413,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -6, 4, -1}",4,4,7,8,46,8,8,0.0,0.0
1414,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, -5, 4, -2}",4,4,7,8,46,8,8,0.0,0.0
1415,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -6, -5, 4}",4,5,7,4,46,8,4,0.0967470039536401,0.3869880158145604
1416,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -6, 4, -2}",4,4,7,6,46,8,6,0.06604010419671484,0.26416041678685936
1417,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, 4, -1, -2}",4,4,7,8,46,8,8,0.0,0.0
1418,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, 3, 4, -5}",4,4,7,6,46,6,6,0.0,0.0
1419,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -6, 3, 4}",4,5,7,3,46,8,3,0.1077067708633815,0.430827083453526
1420,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, 3, 4, -1}",4,4,7,8,46,8,8,0.0,0.0
1421,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, -6, 2, 4}",4,5,7,4,46,7,4,0.08333333333333333,0.3333333333333333
1422,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -6, -4, 5}",4,4,7,6,46,6,6,0.0,0.0
1423,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -6, -4, -7}",4,5,7,4,46,8,4,0.0967470039536401,0.3869880158145604
1424,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -6, -4, -1}",4,4,7,8,46,8,8,0.0,0.0
1425,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, 3, 4, -2}",4,4,7,7,46,7,7,0.0,0.0
1426,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, 2, -6, -4}",4,5,7,4,46,8,4,0.0967470039536401,0.3869880158145604
1427,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -6, -4, -2}",4,4,7,8,46,8,8,0.0,0.0
1428,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -6, 4, 7}",4,5,7,4,46,8,4,0.0967470039536401,0.3869880158145604
1429,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, 4, -1, 7}",4,4,7,8,46,8,8,0.0,0.0
1430,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, 4, -2, 7}",4,4,7,6,46,8,6,0.06604010419671484,0.26416041678685936
1431,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -6, 4, 7}",4,6,7,2,46,8,2,0.11697312175240017,0.4678924870096007
1432,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, -5, 4, -3}",4,4,7,6,46,6,6,0.0,0.0
1433,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -6, 4, -3}",4,5,7,3,46,8,3,0.1077067708633815,0.430827083453526
1434,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, 4, -3, -1}",4,4,7,8,46,8,8,0.0,0.0
1435,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, -4, -5}",4,6,7,2,46,6,2,0.0967470039536401,0.3869880158145604
1436,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, -4, -1, -5}",4,5,7,4,46,6,4,0.06604010419671484,0.26416041678685936
1437,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -5, -4, -1}",4,4,7,5,46,5,5,0.0,0.0
1438,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, -4, -1}",4,5,7,3,46,6,3,0.08333333333333333,0.3333333333333333
1439,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -6, 3, -4}",4,4,7,6,46,6,6,0.0,0.0
1440,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -6, 4, -3}",4,5,7,4,46,7,4,0.08333333333333333,0.3333333333333333
1441,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, -4, -2, -5}",4,5,7,4,46,6,4,0.06604010419671484,0.26416041678685936
1442,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, -4, -5}",4,6,7,2,46,6,2,0.0967470039536401,0.3869880158145604
1443,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -5, -4, -2}",4,4,7,5,46,5,5,0.0,0.0
1444,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, -4, -2}",4,5,7,3,46,6,3,0.08333333333333333,0.3333333333333333
1445,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-5, -4, -1, -2}",4,4,7,5,46,5,5,0.0,0.0
1446,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, -4, -1, -2}",4,5,7,3,46,6,3,0.08333333333333333,0.3333333333333333
1447,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, 4, -3, -2}",4,4,7,7,46,7,7,0.0,0.0
1448,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, 3, 4, 7}",4,4,7,5,46,6,5,0.041666666666666664,0.16666666666666666
1449,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -5, -4, -3}",4,5,7,3,46,6,3,0.08333333333333333,0.3333333333333333
1450,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-5, -4, -3, -1}",4,4,7,6,46,6,6,0.0,0.0
1451,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -6, -4, -3}",4,4,7,6,46,6,6,0.0,0.0
1452,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-5, -4, -3, -2}",4,4,7,6,46,6,6,0.0,0.0
1453,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -5, -4, -3}",4,5,7,3,46,6,3,0.08333333333333333,0.3333333333333333
1454,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, 4, -3, 7}",4,4,7,5,46,6,5,0.041666666666666664,0.16666666666666666
1455,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, -4, 7}",4,7,7,1,46,7,1,0.11697312175240017,0.4678924870096007
1456,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, -4, -1, 7}",4,6,7,2,46,7,2,0.1077067708633815,0.430827083453526
1457,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -4, -1, 7}",4,5,7,3,46,6,3,0.08333333333333333,0.3333333333333333
1458,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -5, 6, 7}",4,7,7,1,46,8,1,0.125,0.5
1459,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-5, 6, -1, 7}",4,5,7,3,46,8,3,0.1077067708633815,0.430827083453526
1460,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 6, -1, 7}",4,7,7,1,46,8,1,0.125,0.5
1461,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -5, -1, 7}",4,4,7,5,46,6,5,0.041666666666666664,0.16666666666666666
1462,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -5, -1, 6}",4,7,7,1,46,8,1,0.125,0.5
1463,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, -4, -2, 7}",4,6,7,2,46,7,2,0.1077067708633815,0.430827083453526
1464,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, -4, 7}",4,7,7,1,46,7,1,0.11697312175240017,0.4678924870096007
1465,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -4, -2, 7}",4,5,7,3,46,6,3,0.08333333333333333,0.3333333333333333
1466,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-4, -2, -1, 7}",4,5,7,3,46,6,3,0.08333333333333333,0.3333333333333333
1467,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-5, 6, -2, 7}",4,5,7,4,46,8,4,0.0967470039536401,0.3869880158145604
1468,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -5, 6, 7}",4,6,7,2,46,8,2,0.11697312175240017,0.4678924870096007
1469,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 6, -2, 7}",4,6,7,2,46,8,2,0.11697312175240017,0.4678924870096007
1470,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -5, -2, 7}",4,4,7,6,46,6,6,0.0,0.0
1471,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -5, -2, 6}",4,6,7,2,46,8,2,0.11697312175240017,0.4678924870096007
1472,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-5, -2, -1, 7}",4,4,7,6,46,6,6,0.0,0.0
1473,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-5, -2, 6, -1}",4,6,7,2,46,8,2,0.11697312175240017,0.4678924870096007
1474,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -4, -3, 7}",4,6,7,2,46,7,2,0.1077067708633815,0.430827083453526
1475,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-4, -3, -1, 7}",4,5,7,4,46,7,4,0.08333333333333333,0.3333333333333333
1476,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-4, -3, -2, 7}",4,5,7,4,46,7,4,0.08333333333333333,0.3333333333333333
1477,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -4, -3, 7}",4,6,7,2,46,7,2,0.1077067708633815,0.430827083453526
1478,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, 2, -4, -5}",4,5,7,4,46,8,4,0.0967470039536401,0.3869880158145604
1479,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, -5, -4, -1}",4,4,7,8,46,8,8,0.0,0.0
1480,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, -5, -4, -2}",4,4,7,8,46,8,8,0.0,0.0
1481,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -6, -5, -4}",4,5,7,4,46,8,4,0.0967470039536401,0.3869880158145604
1482,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-5, -3, 6, 7}",4,4,7,5,46,6,5,0.041666666666666664,0.16666666666666666
1483,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -3, 6, 7}",4,6,7,2,46,8,2,0.11697312175240017,0.4678924870096007
1484,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -5, -3, 7}",4,5,7,4,46,7,4,0.08333333333333333,0.3333333333333333
1485,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -5, -3, 6}",4,6,7,2,46,8,2,0.11697312175240017,0.4678924870096007
1486,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-5, -3, -1, 7}",4,4,7,7,46,7,7,0.0,0.0
1487,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-5, -3, -1, 6}",4,5,7,3,46,8,3,0.1077067708633815,0.430827083453526
1488,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -3, 6, 7}",4,7,7,1,46,8,1,0.125,0.5
1489,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -5, -3, 7}",4,5,7,3,46,8,3,0.1077067708633815,0.430827083453526
1490,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -5, -3, 6}",4,7,7,1,46,8,1,0.125,0.5
1491,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-5, -3, -2, 7}",4,4,7,8,46,8,8,0.0,0.0
1492,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-5, -3, -2, 6}",4,5,7,4,46,8,4,0.0967470039536401,0.3869880158145604
1493,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, 3, -4, -5}",4,4,7,6,46,6,6,0.0,0.0
1494,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -6, -4, 7}",4,6,7,2,46,8,2,0.11697312175240017,0.4678924870096007
1495,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, -4, -1, 7}",4,5,7,4,46,8,4,0.0967470039536401,0.3869880158145604
1496,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, -4, -2, 7}",4,5,7,4,46,8,4,0.0967470039536401,0.3869880158145604
1497,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -6, -4, 7}",4,6,7,2,46,8,2,0.11697312175240017,0.4678924870096007
1498,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, -5, -4, -3}",4,4,7,6,46,6,6,0.0,0.0
1499,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, 3, -4, 7}",4,5,7,3,46,6,3,0.08333333333333333,0.3333333333333333
1500,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-5, 4, 6, 7}",4,6,7,2,46,6,2,0.0967470039536401,0.3869880158145604
1501,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 4, 6, 7}",4,7,7,1,46,8,1,0.125,0.5
1502,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -5, 4, 7}",4,5,7,3,46,6,3,0.08333333333333333,0.3333333333333333
1503,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -5, 4, 6}",4,7,7,1,46,8,1,0.125,0.5
1504,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-5, 4, -1, 7}",4,4,7,5,46,6,5,0.041666666666666664,0.16666666666666666
1505,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-5, 4, -1, 6}",4,7,7,1,46,8,1,0.125,0.5
1506,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-6, -4, -3, 7}",4,5,7,3,46,6,3,0.08333333333333333,0.3333333333333333
1507,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-5, 4, -2, 7}",4,4,7,6,46,6,6,0.0,0.0
1508,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-5, 4, -2, 6}",4,6,7,2,46,8,2,0.11697312175240017,0.4678924870096007
1509,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-5, 4, -3, 7}",4,4,7,5,46,6,5,0.041666666666666664,0.16666666666666666
1510,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-5, 4, -3, 6}",4,6,7,2,46,6,2,0.0967470039536401,0.3869880158145604
1511,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, 2, 3, -5}",4,6,7,2,46,8,2,0.11697312175240017,0.4678924870096007
1512,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, 3, -1, -5}",4,5,7,4,46,7,4,0.08333333333333333,0.3333333333333333
1513,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, 2, -5, -1}",4,5,7,4,46,6,4,0.06604010419671484,0.26416041678685936
1514,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, 3, -2, -5}",4,5,7,4,46,8,4,0.0967470039536401,0.3869880158145604
1515,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, -7, -5}",4,6,7,2,46,7,2,0.1077067708633815,0.430827083453526
1516,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -5, -7, -2}",4,5,7,4,46,6,4,0.06604010419671484,0.26416041678685936
1517,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-7, -5, -1, -2}",4,5,7,4,46,6,4,0.06604010419671484,0.26416041678685936
1518,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-5, -4, 6, 7}",4,5,7,3,46,6,3,0.08333333333333333,0.3333333333333333
1519,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -4, 6, 7}",4,7,7,1,46,8,1,0.125,0.5
1520,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -5, -4, 7}",4,5,7,3,46,6,3,0.08333333333333333,0.3333333333333333
1521,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -5, -4, 6}",4,7,7,1,46,8,1,0.125,0.5
1522,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-4, 6, -1, 7}",4,6,7,2,46,8,2,0.11697312175240017,0.4678924870096007
1523,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-5, -4, -1, 7}",4,4,7,6,46,6,6,0.0,0.0
1524,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-5, -4, -1, 6}",4,6,7,2,46,8,2,0.11697312175240017,0.4678924870096007
1525,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -4, 6, 7}",4,7,7,1,46,8,1,0.125,0.5
1526,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -5, -4, 7}",4,5,7,3,46,6,3,0.08333333333333333,0.3333333333333333
1527,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -5, -4, 6}",4,7,7,1,46,8,1,0.125,0.5
1528,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-4, 6, -2, 7}",4,6,7,2,46,8,2,0.11697312175240017,0.4678924870096007
1529,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-5, -4, -2, 7}",4,4,7,6,46,6,6,0.0,0.0
1530,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-5, -4, -2, 6}",4,6,7,2,46,8,2,0.11697312175240017,0.4678924870096007
